invoice_id,vendor,department,invoice_type,amount,submitted_date,due_date,approved_date,approval_days,payment_terms_days,has_purchase_order,duplicate_flag,vendor_delay_history,sla_breached,risk_level,risk_reason,next_best_action,days_until_due,approval_delay_flag,amount_category
INV-00617,NetSecure Inc,Finance,Security Service,12090.17,2025-09-27,2025-10-27,2025-09-30,3,30,1,1,1,0,High,Duplicate invoice detected,Send for manual review,30,0,Large
INV-00618,CloudBridge Ltd,HR,Security Service,2302.31,2025-11-21,2025-12-06,2025-12-07,16,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Medium
INV-00619,TechNova Solutions,Operations,Office Supplies,12865.31,2025-08-04,2025-09-18,2025-08-20,16,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Large
INV-00620,DataCore Systems,Finance,Logistics,23079.33,2025-02-01,2025-03-18,2025-02-11,10,45,0,0,1,0,High,Amount exceeds approval limit,Send for manual review,45,0,Large
INV-00621,TechNova Solutions,Risk Management,Cloud Infrastructure,20241.5,2025-05-27,2025-06-11,2025-06-16,20,15,0,0,0,1,High,Amount exceeds approval limit,Escalate to manager,15,1,Large
INV-00622,CloudBridge Ltd,Procurement,Cloud Infrastructure,3400.22,2025-05-12,2025-06-26,2025-05-21,9,45,1,0,1,0,Medium,Vendor has previous delays,Request missing information,45,0,Medium
INV-00623,DataCore Systems,HR,Logistics,3863.28,2025-03-31,2025-05-15,2025-04-15,15,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Medium
INV-00624,DataCore Systems,HR,Software License,8636.92,2025-11-01,2025-12-01,2025-11-04,3,30,1,1,0,0,High,Duplicate invoice detected,Send for manual review,30,0,Medium
INV-00625,GreenLogix,IT,Logistics,11060.61,2025-10-23,2025-11-22,2025-10-29,6,30,1,0,1,0,Medium,Vendor has previous delays,Request missing information,30,0,Large
INV-00626,OfficePlus Group,Finance,Software License,4273.25,2025-06-04,2025-08-03,2025-06-17,13,60,0,0,0,1,Medium,Missing purchase order,Escalate to manager,60,1,Medium
INV-00627,GreenLogix,Operations,Cloud Infrastructure,3714.23,2025-05-28,2025-06-12,2025-06-11,14,15,0,1,1,1,High,Duplicate invoice detected,Escalate to manager,15,1,Medium
INV-00628,NetSecure Inc,HR,Logistics,23901.18,2025-08-10,2025-09-24,2025-08-14,4,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00629,OfficePlus Group,Finance,Cloud Infrastructure,16393.15,2025-05-04,2025-07-03,2025-05-17,13,60,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,60,1,Large
INV-00630,DataCore Systems,Procurement,Security Service,363.39,2025-01-07,2025-01-22,2025-01-08,1,15,0,0,1,0,Medium,Missing purchase order,Request missing information,15,0,Small
INV-00631,CloudBridge Ltd,Risk Management,Office Supplies,8852.76,2025-04-09,2025-05-24,2025-04-19,10,45,1,0,1,0,Medium,Vendor has previous delays,Request missing information,45,0,Medium
INV-00632,CloudBridge Ltd,Finance,Security Service,16449.48,2025-03-03,2025-03-18,2025-03-10,7,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Large
INV-00633,DataCore Systems,Finance,Logistics,4688.15,2025-02-08,2025-04-09,2025-02-18,10,60,0,0,0,0,Medium,Missing purchase order,Request missing information,60,0,Medium
INV-00634,NetSecure Inc,Procurement,Consulting Service,19540.21,2025-07-15,2025-07-30,2025-07-24,9,15,0,0,0,0,High,Amount exceeds approval limit,Send for manual review,15,0,Large
INV-00635,OfficePlus Group,Procurement,Consulting Service,11070.31,2025-11-09,2025-12-09,2025-11-25,16,30,0,0,1,1,Medium,Missing purchase order,Escalate to manager,30,1,Large
INV-00636,Alpha Consulting,Finance,Consulting Service,13561.74,2025-11-11,2025-12-11,2025-11-25,14,30,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,30,1,Large
INV-00637,OfficePlus Group,Finance,Software License,1915.7,2025-08-17,2025-10-01,2025-09-05,19,45,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,45,1,Medium
INV-00638,TechNova Solutions,Finance,Logistics,9823.05,2025-07-20,2025-09-03,2025-07-25,5,45,1,1,0,0,High,Duplicate invoice detected,Send for manual review,45,0,Medium
INV-00639,GreenLogix,Operations,Logistics,19545.33,2025-01-02,2025-02-01,2025-01-05,3,30,0,1,0,0,High,Duplicate invoice detected,Send for manual review,30,0,Large
INV-00640,NetSecure Inc,Procurement,Logistics,7640.42,2025-07-07,2025-07-22,2025-07-09,2,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Medium
INV-00641,OfficePlus Group,Risk Management,Consulting Service,4497.8,2025-04-08,2025-06-07,2025-04-10,2,60,1,1,0,0,High,Duplicate invoice detected,Send for manual review,60,0,Medium
INV-00642,NetSecure Inc,Operations,Software License,22141.83,2025-03-13,2025-04-12,2025-03-28,15,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00643,FinEdge Services,Operations,Office Supplies,1668.52,2025-09-13,2025-10-28,2025-10-01,18,45,0,0,0,1,Medium,Missing purchase order,Escalate to manager,45,1,Medium
INV-00644,NetSecure Inc,Finance,Cloud Infrastructure,19715.69,2025-03-02,2025-05-01,2025-03-04,2,60,1,1,1,0,High,Duplicate invoice detected,Send for manual review,60,0,Large
INV-00645,DataCore Systems,Risk Management,Security Service,5901.34,2025-03-14,2025-03-29,2025-03-17,3,15,0,0,0,0,Medium,Missing purchase order,Request missing information,15,0,Medium
INV-00646,TechNova Solutions,IT,Logistics,16254.78,2025-11-20,2025-12-20,2025-11-21,1,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Large
INV-00647,Alpha Consulting,HR,Consulting Service,20900.27,2025-02-28,2025-03-15,2025-03-03,3,15,0,0,0,0,High,Amount exceeds approval limit,Send for manual review,15,0,Large
INV-00648,FinEdge Services,Operations,Cloud Infrastructure,20306.87,2025-03-03,2025-04-17,2025-03-16,13,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Large
INV-00649,TechNova Solutions,HR,Consulting Service,8454.04,2025-03-14,2025-04-28,2025-03-18,4,45,0,0,1,0,Medium,Missing purchase order,Request missing information,45,0,Medium
INV-00650,NetSecure Inc,HR,Consulting Service,11022.66,2025-03-10,2025-03-25,2025-03-29,19,15,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Large
INV-00651,TechNova Solutions,Operations,Software License,258.1,2025-10-31,2025-11-15,2025-11-06,6,15,1,1,1,0,High,Duplicate invoice detected,Send for manual review,15,0,Small
INV-00652,Alpha Consulting,Risk Management,Consulting Service,5233.39,2025-07-30,2025-09-28,2025-08-08,9,60,1,0,1,0,Medium,Vendor has previous delays,Request missing information,60,0,Medium
INV-00653,TechNova Solutions,HR,Consulting Service,17958.25,2025-11-18,2025-12-03,2025-12-08,20,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Large
INV-00654,TechNova Solutions,HR,Consulting Service,4878.38,2025-11-13,2025-11-28,2025-11-30,17,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Medium
INV-00655,FinEdge Services,Procurement,Software License,4923.6,2025-09-12,2025-11-11,2025-09-17,5,60,1,0,1,0,Medium,Vendor has previous delays,Request missing information,60,0,Medium
INV-00656,TechNova Solutions,Finance,Logistics,9168.41,2025-05-09,2025-07-08,2025-05-16,7,60,1,1,0,0,High,Duplicate invoice detected,Send for manual review,60,0,Medium
INV-00657,CloudBridge Ltd,Risk Management,Software License,23129.05,2025-01-15,2025-02-14,2025-01-21,6,30,0,0,0,0,High,Amount exceeds approval limit,Send for manual review,30,0,Large
INV-00658,FinEdge Services,Risk Management,Office Supplies,14858.4,2025-04-12,2025-06-11,2025-04-23,11,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Large
INV-00659,NetSecure Inc,IT,Software License,6004.25,2025-07-12,2025-08-11,2025-07-26,14,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Medium
INV-00660,Alpha Consulting,Finance,Office Supplies,3709.04,2025-04-02,2025-06-01,2025-04-22,20,60,0,0,0,1,Medium,Missing purchase order,Escalate to manager,60,1,Medium
INV-00661,Alpha Consulting,Risk Management,Consulting Service,15837.33,2025-06-21,2025-07-21,2025-06-30,9,30,1,0,1,0,Medium,Vendor has previous delays,Request missing information,30,0,Large
INV-00662,TechNova Solutions,Procurement,Consulting Service,2866.62,2025-08-03,2025-10-02,2025-08-18,15,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Medium
INV-00663,OfficePlus Group,HR,Consulting Service,19759.72,2025-10-23,2025-11-22,2025-11-12,20,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00664,Alpha Consulting,IT,Security Service,11889.88,2025-01-08,2025-02-22,2025-01-23,15,45,0,0,0,1,Medium,Missing purchase order,Escalate to manager,45,1,Large
INV-00665,NetSecure Inc,Operations,Security Service,5637.92,2025-10-21,2025-11-20,2025-11-09,19,30,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,30,1,Medium
INV-00666,TechNova Solutions,Operations,Logistics,19238.3,2025-09-29,2025-11-28,2025-10-01,2,60,0,1,1,0,High,Duplicate invoice detected,Send for manual review,60,0,Large
INV-00667,CloudBridge Ltd,Operations,Office Supplies,6088.74,2025-07-28,2025-08-12,2025-08-15,18,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Medium
INV-00668,OfficePlus Group,IT,Logistics,24973.9,2025-06-06,2025-08-05,2025-06-07,1,60,1,1,1,0,High,Duplicate invoice detected,Send for manual review,60,0,Large
INV-00669,TechNova Solutions,Operations,Office Supplies,19318.69,2025-07-09,2025-08-08,2025-07-22,13,30,0,0,1,1,High,Amount exceeds approval limit,Escalate to manager,30,1,Large
INV-00670,CloudBridge Ltd,Operations,Logistics,8389.36,2025-08-07,2025-09-21,2025-08-09,2,45,1,0,1,0,Medium,Vendor has previous delays,Request missing information,45,0,Medium
INV-00671,CloudBridge Ltd,HR,Cloud Infrastructure,18420.44,2025-01-27,2025-03-13,2025-01-29,2,45,1,1,0,0,High,Duplicate invoice detected,Send for manual review,45,0,Large
INV-00672,Alpha Consulting,HR,Software License,9202.72,2025-10-15,2025-10-30,2025-10-21,6,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Medium
INV-00673,FinEdge Services,HR,Software License,16261.06,2025-04-26,2025-05-26,2025-05-15,19,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00674,GreenLogix,Procurement,Software License,1677.89,2025-09-06,2025-11-05,2025-09-18,12,60,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,60,1,Medium
INV-00675,OfficePlus Group,Operations,Security Service,9266.83,2025-08-23,2025-09-22,2025-08-26,3,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Medium
INV-00676,DataCore Systems,Procurement,Software License,2823.19,2025-03-17,2025-04-01,2025-03-26,9,15,0,0,0,0,Medium,Missing purchase order,Request missing information,15,0,Medium
INV-00677,TechNova Solutions,Procurement,Office Supplies,24242.41,2025-08-31,2025-09-30,2025-09-18,18,30,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,30,1,Large
INV-00678,TechNova Solutions,Procurement,Consulting Service,1667.44,2025-07-30,2025-09-13,2025-08-07,8,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Medium
INV-00679,Alpha Consulting,Operations,Cloud Infrastructure,14224.57,2025-05-14,2025-06-13,2025-05-24,10,30,1,1,0,0,High,Duplicate invoice detected,Send for manual review,30,0,Large
INV-00680,OfficePlus Group,Finance,Consulting Service,8892.71,2025-11-13,2025-12-13,2025-11-28,15,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Medium
INV-00681,DataCore Systems,Risk Management,Logistics,22627.31,2025-05-02,2025-06-01,2025-05-07,5,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Large
INV-00682,DataCore Systems,Operations,Cloud Infrastructure,9304.84,2025-06-12,2025-06-27,2025-06-19,7,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Medium
INV-00683,Alpha Consulting,HR,Consulting Service,13387.71,2025-07-27,2025-08-11,2025-07-31,4,15,0,0,0,0,Medium,Missing purchase order,Request missing information,15,0,Large
INV-00684,NetSecure Inc,IT,Software License,24256.74,2025-06-01,2025-07-16,2025-06-19,18,45,0,0,1,1,High,Amount exceeds approval limit,Escalate to manager,45,1,Large
INV-00685,DataCore Systems,HR,Logistics,22681.33,2025-02-27,2025-04-13,2025-03-14,15,45,0,0,0,1,High,Amount exceeds approval limit,Escalate to manager,45,1,Large
INV-00686,CloudBridge Ltd,Procurement,Software License,10100.59,2025-07-02,2025-08-31,2025-07-10,8,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Large
INV-00687,FinEdge Services,HR,Security Service,5631.38,2025-01-12,2025-02-11,2025-01-21,9,30,1,1,1,0,High,Duplicate invoice detected,Send for manual review,30,0,Medium
INV-00688,CloudBridge Ltd,HR,Office Supplies,4941.81,2025-07-04,2025-07-19,2025-07-15,11,15,0,0,1,1,Medium,Missing purchase order,Escalate to manager,15,1,Medium
INV-00689,GreenLogix,Procurement,Office Supplies,9383.5,2025-06-29,2025-08-13,2025-07-09,10,45,1,1,1,0,High,Duplicate invoice detected,Send for manual review,45,0,Medium
INV-00690,CloudBridge Ltd,IT,Logistics,22206.34,2025-05-28,2025-07-27,2025-06-11,14,60,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,60,1,Large
INV-00691,GreenLogix,IT,Security Service,14988.6,2025-06-05,2025-07-05,2025-06-10,5,30,0,0,0,0,Medium,Missing purchase order,Request missing information,30,0,Large
INV-00692,GreenLogix,Finance,Software License,10295.57,2025-03-31,2025-05-30,2025-04-09,9,60,0,0,0,0,Medium,Missing purchase order,Request missing information,60,0,Large
INV-00693,DataCore Systems,Operations,Cloud Infrastructure,13891.29,2025-10-27,2025-12-11,2025-10-29,2,45,1,1,1,0,High,Duplicate invoice detected,Send for manual review,45,0,Large
INV-00694,Alpha Consulting,IT,Software License,19801.37,2025-06-03,2025-07-18,2025-06-08,5,45,0,0,1,0,High,Amount exceeds approval limit,Send for manual review,45,0,Large
INV-00695,OfficePlus Group,Operations,Consulting Service,12347.97,2025-03-03,2025-03-18,2025-03-11,8,15,1,1,0,0,High,Duplicate invoice detected,Send for manual review,15,0,Large
INV-00696,NetSecure Inc,HR,Office Supplies,14182.81,2025-03-03,2025-05-02,2025-03-12,9,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Large
INV-00697,DataCore Systems,HR,Software License,3738.81,2025-07-02,2025-08-01,2025-07-17,15,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Medium
INV-00698,NetSecure Inc,Operations,Logistics,22811.41,2025-05-29,2025-06-13,2025-06-10,12,15,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,15,1,Large
INV-00699,FinEdge Services,Risk Management,Consulting Service,19140.77,2025-10-06,2025-11-05,2025-10-26,20,30,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,30,1,Large
INV-00700,OfficePlus Group,Procurement,Logistics,17479.39,2025-10-01,2025-10-16,2025-10-13,12,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Large
INV-00701,DataCore Systems,HR,Cloud Infrastructure,9388.05,2025-06-24,2025-08-23,2025-07-10,16,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Medium
INV-00702,DataCore Systems,HR,Consulting Service,20806.18,2025-08-02,2025-08-17,2025-08-20,18,15,0,0,0,1,High,Amount exceeds approval limit,Escalate to manager,15,1,Large
INV-00703,DataCore Systems,Finance,Office Supplies,8770.43,2025-08-15,2025-09-14,2025-08-27,12,30,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,30,1,Medium
INV-00704,OfficePlus Group,Finance,Logistics,20382.9,2025-03-14,2025-04-13,2025-03-22,8,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Large
INV-00705,FinEdge Services,IT,Software License,10677.65,2025-01-10,2025-01-25,2025-01-14,4,15,0,1,0,0,High,Duplicate invoice detected,Send for manual review,15,0,Large
INV-00706,FinEdge Services,Finance,Software License,19847.07,2025-08-29,2025-09-13,2025-09-15,17,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Large
INV-00707,CloudBridge Ltd,Procurement,Logistics,355.78,2025-11-05,2025-11-20,2025-11-09,4,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Small
INV-00708,NetSecure Inc,Finance,Software License,3724.37,2025-06-30,2025-08-14,2025-07-09,9,45,1,0,1,0,Medium,Vendor has previous delays,Request missing information,45,0,Medium
INV-00709,CloudBridge Ltd,Finance,Security Service,19104.78,2025-04-09,2025-05-09,2025-04-26,17,30,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,30,1,Large
INV-00710,TechNova Solutions,Risk Management,Software License,23113.38,2025-07-07,2025-09-05,2025-07-24,17,60,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,60,1,Large
INV-00711,CloudBridge Ltd,IT,Cloud Infrastructure,24534.4,2025-09-21,2025-10-21,2025-10-05,14,30,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,30,1,Large
INV-00712,NetSecure Inc,Finance,Office Supplies,2846.87,2025-07-04,2025-09-02,2025-07-09,5,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Medium
INV-00713,NetSecure Inc,Operations,Software License,9681.05,2025-08-16,2025-09-30,2025-08-31,15,45,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,45,1,Medium
INV-00714,GreenLogix,IT,Software License,22379.39,2025-04-02,2025-05-17,2025-04-18,16,45,1,1,1,1,High,Duplicate invoice detected,Escalate to manager,45,1,Large
INV-00715,CloudBridge Ltd,Operations,Office Supplies,13114.29,2025-03-15,2025-03-30,2025-03-18,3,15,0,1,1,0,High,Duplicate invoice detected,Send for manual review,15,0,Large
INV-00716,CloudBridge Ltd,Risk Management,Consulting Service,1711.29,2025-04-13,2025-05-28,2025-04-20,7,45,0,0,0,0,Medium,Missing purchase order,Request missing information,45,0,Medium
INV-00717,GreenLogix,Risk Management,Office Supplies,7035.11,2025-11-26,2026-01-10,2025-12-15,19,45,0,0,0,1,Medium,Missing purchase order,Escalate to manager,45,1,Medium
INV-00718,GreenLogix,Operations,Security Service,7044.38,2025-03-04,2025-03-19,2025-03-19,15,15,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Medium
INV-00719,FinEdge Services,Risk Management,Consulting Service,840.12,2025-09-13,2025-09-28,2025-09-15,2,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Small
INV-00720,NetSecure Inc,IT,Cloud Infrastructure,15586.97,2025-09-24,2025-10-09,2025-09-28,4,15,0,1,0,0,High,Duplicate invoice detected,Send for manual review,15,0,Large
INV-00721,OfficePlus Group,Risk Management,Office Supplies,12307.23,2025-10-04,2025-11-18,2025-10-13,9,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00722,CloudBridge Ltd,Operations,Office Supplies,7932.52,2025-08-24,2025-10-23,2025-09-06,13,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Medium
INV-00723,OfficePlus Group,Risk Management,Consulting Service,12337.84,2025-07-19,2025-09-02,2025-07-24,5,45,0,0,1,0,Medium,Missing purchase order,Request missing information,45,0,Large
INV-00724,Alpha Consulting,Risk Management,Security Service,17165.82,2025-09-01,2025-10-31,2025-09-20,19,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Large
INV-00725,OfficePlus Group,Operations,Security Service,24274.68,2025-05-26,2025-07-10,2025-06-15,20,45,1,0,0,1,Low,No risk detected,Escalate to manager,45,1,Large
INV-00726,TechNova Solutions,IT,Cloud Infrastructure,8787.03,2025-11-17,2025-12-02,2025-12-06,19,15,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Medium
INV-00727,GreenLogix,Procurement,Cloud Infrastructure,10357.05,2025-05-07,2025-06-06,2025-05-09,2,30,1,0,1,0,Medium,Vendor has previous delays,Request missing information,30,0,Large
INV-00728,CloudBridge Ltd,Risk Management,Software License,21736.61,2025-03-28,2025-05-12,2025-04-01,4,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00729,Alpha Consulting,Risk Management,Office Supplies,14244.43,2025-01-11,2025-02-25,2025-01-25,14,45,0,0,0,1,Medium,Missing purchase order,Escalate to manager,45,1,Large
INV-00730,GreenLogix,HR,Office Supplies,8128.29,2025-02-21,2025-04-22,2025-02-25,4,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Medium
INV-00731,NetSecure Inc,IT,Security Service,7558.07,2025-09-12,2025-10-12,2025-09-26,14,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Medium
INV-00732,OfficePlus Group,Finance,Cloud Infrastructure,24906.07,2025-11-16,2025-12-16,2025-11-29,13,30,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,30,1,Large
INV-00733,NetSecure Inc,Procurement,Software License,14204.06,2025-08-07,2025-10-06,2025-08-24,17,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Large
INV-00734,OfficePlus Group,HR,Cloud Infrastructure,10879.47,2025-04-13,2025-05-28,2025-05-01,18,45,0,1,0,1,High,Duplicate invoice detected,Escalate to manager,45,1,Large
INV-00735,Alpha Consulting,Risk Management,Security Service,4596.96,2025-10-23,2025-11-22,2025-10-24,1,30,0,0,1,0,Medium,Missing purchase order,Request missing information,30,0,Medium
INV-00736,Alpha Consulting,Procurement,Logistics,13364.71,2025-10-17,2025-12-16,2025-11-06,20,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Large
INV-00737,Alpha Consulting,IT,Consulting Service,3846.77,2025-07-30,2025-09-28,2025-08-09,10,60,1,0,1,0,Medium,Vendor has previous delays,Request missing information,60,0,Medium
INV-00738,FinEdge Services,Operations,Cloud Infrastructure,20610.4,2025-11-04,2025-12-19,2025-11-10,6,45,1,1,0,0,High,Duplicate invoice detected,Send for manual review,45,0,Large
INV-00739,CloudBridge Ltd,IT,Consulting Service,789.83,2025-09-06,2025-11-05,2025-09-16,10,60,0,1,1,0,High,Duplicate invoice detected,Send for manual review,60,0,Small
INV-00740,TechNova Solutions,IT,Consulting Service,6890.53,2025-05-23,2025-07-07,2025-05-24,1,45,1,0,1,0,Medium,Vendor has previous delays,Request missing information,45,0,Medium
INV-00741,Alpha Consulting,Finance,Software License,21503.64,2025-11-05,2025-12-20,2025-11-08,3,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Large
INV-00742,NetSecure Inc,Risk Management,Logistics,22154.41,2025-05-01,2025-05-31,2025-05-14,13,30,1,0,1,1,Medium,Vendor has previous delays,Escalate to manager,30,1,Large
INV-00743,OfficePlus Group,Operations,Software License,6028.11,2025-06-18,2025-08-02,2025-06-22,4,45,0,0,0,0,Medium,Missing purchase order,Request missing information,45,0,Medium
INV-00744,FinEdge Services,IT,Software License,4461.34,2025-07-29,2025-09-27,2025-08-07,9,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Medium
INV-00745,NetSecure Inc,Risk Management,Software License,7980.6,2025-05-07,2025-07-06,2025-05-21,14,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Medium
INV-00746,Alpha Consulting,Risk Management,Cloud Infrastructure,20552.0,2025-01-28,2025-02-12,2025-01-29,1,15,1,0,1,0,Medium,Vendor has previous delays,Request missing information,15,0,Large
INV-00747,GreenLogix,Procurement,Logistics,23966.24,2025-10-01,2025-10-16,2025-10-13,12,15,1,1,0,1,High,Duplicate invoice detected,Escalate to manager,15,1,Large
INV-00748,TechNova Solutions,Operations,Cloud Infrastructure,7592.11,2025-04-18,2025-06-02,2025-04-26,8,45,1,1,1,0,High,Duplicate invoice detected,Send for manual review,45,0,Medium
INV-00749,NetSecure Inc,Risk Management,Office Supplies,19754.0,2025-09-09,2025-09-24,2025-09-18,9,15,0,1,0,0,High,Duplicate invoice detected,Send for manual review,15,0,Large
INV-00750,GreenLogix,Finance,Consulting Service,17492.21,2025-06-30,2025-07-15,2025-07-17,17,15,0,0,0,1,High,Amount exceeds approval limit,Escalate to manager,15,1,Large
INV-00751,TechNova Solutions,Finance,Logistics,16075.65,2025-01-02,2025-02-01,2025-01-17,15,30,0,0,1,1,High,Amount exceeds approval limit,Escalate to manager,30,1,Large
INV-00752,OfficePlus Group,Procurement,Security Service,2147.58,2025-09-22,2025-10-22,2025-09-28,6,30,1,1,0,0,High,Duplicate invoice detected,Send for manual review,30,0,Medium
INV-00753,Alpha Consulting,Operations,Logistics,3424.39,2025-05-25,2025-07-09,2025-05-31,6,45,1,0,0,0,Low,No risk detected,Approve for payment,45,0,Medium
INV-00754,NetSecure Inc,IT,Office Supplies,21922.11,2025-01-11,2025-02-10,2025-01-30,19,30,1,0,0,1,Low,No risk detected,Escalate to manager,30,1,Large
INV-00755,Alpha Consulting,IT,Cloud Infrastructure,17561.4,2025-07-25,2025-08-09,2025-07-31,6,15,0,0,0,0,High,Amount exceeds approval limit,Send for manual review,15,0,Large
INV-00756,CloudBridge Ltd,Procurement,Consulting Service,23686.36,2025-09-27,2025-10-12,2025-10-01,4,15,0,1,1,0,High,Duplicate invoice detected,Send for manual review,15,0,Large
INV-00757,Alpha Consulting,Finance,Consulting Service,17867.74,2025-05-28,2025-07-12,2025-06-04,7,45,0,1,0,0,High,Duplicate invoice detected,Send for manual review,45,0,Large
INV-00758,GreenLogix,IT,Security Service,5467.61,2025-08-03,2025-09-02,2025-08-13,10,30,1,1,0,0,High,Duplicate invoice detected,Send for manual review,30,0,Medium
INV-00759,TechNova Solutions,Procurement,Cloud Infrastructure,5963.59,2025-07-09,2025-08-08,2025-07-24,15,30,0,0,0,1,Medium,Missing purchase order,Escalate to manager,30,1,Medium
INV-00760,Alpha Consulting,IT,Cloud Infrastructure,24362.54,2025-07-16,2025-08-15,2025-07-29,13,30,0,0,0,1,High,Amount exceeds approval limit,Escalate to manager,30,1,Large
INV-00761,CloudBridge Ltd,HR,Software License,1397.6,2025-07-01,2025-08-30,2025-07-09,8,60,1,0,0,0,Low,No risk detected,Approve for payment,60,0,Medium
INV-00762,GreenLogix,Procurement,Office Supplies,16814.42,2025-10-25,2025-11-09,2025-10-30,5,15,1,0,0,0,Low,No risk detected,Approve for payment,15,0,Large
INV-00763,Alpha Consulting,Procurement,Office Supplies,3384.8,2025-03-14,2025-05-13,2025-03-25,11,60,1,0,0,1,Low,No risk detected,Escalate to manager,60,1,Medium
INV-00764,TechNova Solutions,IT,Office Supplies,21804.82,2025-08-09,2025-09-23,2025-08-18,9,45,1,0,1,0,Medium,Vendor has previous delays,Request missing information,45,0,Large
INV-00765,OfficePlus Group,HR,Cloud Infrastructure,10950.81,2025-09-09,2025-10-24,2025-09-15,6,45,1,1,0,0,High,Duplicate invoice detected,Send for manual review,45,0,Large
INV-00766,FinEdge Services,IT,Software License,5823.53,2025-05-14,2025-07-13,2025-05-16,2,60,1,1,0,0,High,Duplicate invoice detected,Send for manual review,60,0,Medium
INV-00767,CloudBridge Ltd,Operations,Software License,11093.84,2025-08-23,2025-10-22,2025-09-10,18,60,0,0,1,1,Medium,Missing purchase order,Escalate to manager,60,1,Large
INV-00768,DataCore Systems,Finance,Cloud Infrastructure,2430.09,2025-03-28,2025-04-27,2025-04-07,10,30,1,0,1,0,Medium,Vendor has previous delays,Request missing information,30,0,Medium
INV-00769,TechNova Solutions,HR,Security Service,4596.16,2025-09-13,2025-10-13,2025-09-16,3,30,1,0,0,0,Low,No risk detected,Approve for payment,30,0,Medium
INV-00770,OfficePlus Group,Risk Management,Logistics,3137.57,2025-06-15,2025-06-30,2025-06-27,12,15,1,0,0,1,Low,No risk detected,Escalate to manager,15,1,Medium
